,Company Common Name,RIC,ISIN,Organization PermID,Exchange Name,TRBC Economic Sector Name,TRBC Business Sector Name,Delisted Quote Flag
1315,Zhongde Waste Technology AG,ZEFG.F^F26,DE000ZDWT018,5037452347,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1316,Westag AG,WUG.F^G25,DE0007775207,4295869572,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1317,Westag AG,WUG3_p.F^G25,DE0007775231,4295869572,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1318,Westag AG,WUGG.DE^A20,DE0007775207,4295869572,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1319,Westag AG,WUGG_p.DE^A20,DE0007775231,4295869572,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1320,euromicron AG,EUCAn.F^B22,DE000A1K0300,4295869691,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1321,Axel Springer SE,SPRGn.DE^D20,DE0005501357,5040706960,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1322,PharmaSGP Holding SE,PSGG.DE^H25,DE000A2P4LJ5,5074558504,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
1323,Brockhaus Technologies AG,BKHTn.DE,DE000A2GSU42,5059102631,Xetra,Financials,Investment Holding Companies,False
1324,Saf-Holland Se,SFQ.DE,DE000SAFH001,5076113328,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
1325,Knaus Tabbert AG,KTAG.DE,DE000A2YN504,4298495578,Xetra,Consumer Cyclicals,Cyclical Consumer Products,False
1326,Hensoldt AG,HAGG.DE,DE000HAG0005,5076939719,Xetra,Industrials,Industrial Goods,False
1327,Siemens Energy AG,ENR1n.DE,DE000ENER6Y0,5000103308,Xetra,Energy,Renewable Energy,False
1328,Enapter AG,H2OG.DE,DE000A255G02,5073085259,Xetra,Energy,Renewable Energy,False
1329,CCS Abwicklungs AG,C0M.DE^D23,DE000A2QDNX9,5057807351,Xetra,Industrials,Industrial Goods,True
1330,flatexDEGIRO SE,FTKn.DE,DE000FTG1111,5047749987,Xetra,Financials,Banking & Investment Services,False
1331,FCR Immobilien AG,FC9.DE,DE000A1YC913,5042261990,Xetra,Real Estate,Real Estate,False
1332,Froehlich Bau Ag i L,FROG_p.F^K20,DE0005790331,4295870256,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1333,Froehlich Bau Ag i L,FROG.F^K20,DE0005790307,4295870256,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1334,Nagarro SE,NA9n.DE,DE000A3H2200,5076703343,Xetra,Technology,Software & IT Services,False
1335,Wirecard AG,WDIG.F^K21,DE0007472060,4295869662,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1336,PARIGROUP SE,CEVG.DE^A21,DE0005407506,5073152582,Xetra,Financials,Banking & Investment Services,True
1337,AUTO1 Group SE,AG1G.DE,DE000A2LQ884,5067159703,Xetra,Technology,Software & IT Services,False
1338,Vantage Towers AG,VTWRn.DE^E23,DE000A3H3LL2,5076167430,Xetra,Industrials,Industrial & Commercial Services,True
1339,Vapiano SE,VAO.F^J23,DE000A0WMNK9,5074206787,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1340,Adler Modemaerkte GmbH,ADDG.F^H21,DE000A1H8MU2,5034748692,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
1341,Friedrich Vorwerk Group SE,VH2.DE,DE000A255F11,5079241735,Xetra,Industrials,Industrial & Commercial Services,False
1342,DEAG Deutsche Entertainment AG,LOUDG.DE^D21,DE000A3E5DA0,4295869683,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1343,Creepy Jar SA,CRJ.WA,PLCRPJR00019,5054883433,Warsaw Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,False
1344,SYNLAB Holdco GmbH,SYAB.DE^G24,DE000A2TSL71,5080041852,Xetra,Healthcare,Healthcare Services & Equipment,True
1345,Katek Se,KTEK.DE^E24,DE000A40ET05,5071148740,Xetra,Technology,Technology Equipment,True
1346,Linus Digital Finance AG,LDF.F^L24,DE000A2QRHL6,5080029178,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1347,hGears AG,HGEA.DE,DE000A3CMGN3,5039935661,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
1348,ABYxZAL Holding AG,YOUG.DE^K25,DE000A3CNK42,5097007832,Xetra,Financials,Banking & Investment Services,True
1349,Bike24 Holding AG,BIKE.DE,DE000A3CQ7F4,5081074611,Xetra,Consumer Cyclicals,Retailers,False
1350,Cherry SE,C3Rk.DE,DE000A41YFJ9,5080142663,Xetra,Technology,Technology Equipment,False
1351,Ls Invest AG,IFAG.F^G21,DE0006131204,4295869140,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1352,Mister Spex SE,MRXG.DE,DE000A3CSAE2,5034771102,Xetra,Consumer Cyclicals,Retailers,False
1353,Man Se,MANG.DE^I21,DE0005937007,4295869228,Xetra,Industrials,Industrial Goods,True
1354,Man Se,MANG_p.DE^I21,DE0005937031,4295869228,Xetra,Industrials,Industrial Goods,True
1355,Vitesco Technologies Group AG,VTSCn.DE^J24,DE000VTSC017,5076167517,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
1356,Mutares SE & Co KgaA,MUXG.DE,DE000A2NB650,5071525058,Xetra,Financials,Banking & Investment Services,False
1357,The Social Chain AG,PU11n.DE^J23,DE000A1YC996,5035938233,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1358,Daimler Truck Holding AG,DTGGe.DE,DE000DTR0CK8,5081377210,Xetra,Industrials,Industrial Goods,False
1359,Adtran Networks SE,ADVVv.DE^G22,DE000A3MQBT1,5037659154,Xetra,Technology,Technology Equipment,True
1360,Adtran Networks SE,ADVG.DE,DE0005103006,5037659154,Xetra,Technology,Technology Equipment,False
1361,Walter Bau-AG,WTBG_p.F^B22,DE0007477531,4295869153,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1362,Walter Bau-AG,WTBG.F^B22,DE0007477507,4295869153,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1363,Easy Software AG,ESYGn.DE^B22,DE000A2YN991,4295869778,Xetra,Technology,Software & IT Services,True
1364,Hornbach Baumarkt AG,HBMG.DE^C22,DE0006084403,5000069564,Xetra,Consumer Cyclicals,Retailers,True
1365,Dr Ing hc F Porsche AG,P911_p.DE,DE000PAG9113,5000047249,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
1366,CECONOMY AG,CEC1_p.DE^F22,DE0007257537,4295868692,Xetra,Consumer Cyclicals,Retailers,True
1367,ROY Asset Holding SE,RY8.F^G26,DE000RYSE888,5045881482,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1368,Silgan Holdings Inc.,SLGN.N,US8270481091,4295907922,New York Stock Exchange,Basic Materials,Applied Resources,False
1369,Stabilus SE,STM1.DE,DE000STAB1L8,5083787953,Xetra,Industrials,Industrial Goods,False
1370,KUKA SE & Co KgaA,KU2G.DE^K22,DE0006204407,4295869083,Xetra,Industrials,Industrial Goods,True
1371,Verallia Deutschland AG,OLGG.F^L22,DE0006851603,4295868700,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
1372,a.a.a. allgemeine anlageverwaltung AG,SWOG.F^L22,DE0007228009,4295869347,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1373,IONOS Group SE,IOSn.DE,DE000A3E00M1,5056437299,Xetra,Technology,Software & IT Services,False
1374,thyssenkrupp nucera AG & Co KgaA,NCH2.DE,DE000NCA0001,5046056690,Xetra,Industrials,Industrial & Commercial Services,False
1375,Ymos AG,YMSG.F^I23,DE0007847303,4295869581,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1376,Leoni AG,LEOGn.DE^H23,DE0005408884,4295869612,Xetra,Industrials,Industrial Goods,True
1377,Schumag AG,SCMG.F^I23,DE0007216707,4295868721,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1378,SCHOTT Pharma AG & Co. KGaA,1SXP.DE,DE000A3ENQ51,5083203056,Xetra,Healthcare,Healthcare Services & Equipment,False
1379,Adler Real Estate GmbH,ADLG.DE^J23,DE0005008007,5065356748,Xetra,Real Estate,Real Estate,True
1380,GERRY WEBER International GmbH,GWI2k.DE^L23,DE000A255G36,4295868914,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1381,RENK Group AG,R3NK.DE,DE000RENK730,5079916017,Xetra,Industrials,Industrial Goods,False
1382,Software AG,SOWGn.DE^B24,DE000A2GS401,4295869822,Xetra,Technology,Software & IT Services,True
1383,Altech Advanced Materials AG,AMAk.DE^A26,DE000A41YD99,5071163924,Xetra,Basic Materials,Applied Resources,True
1384,Altech Advanced Materials AG,AMA0k.F,DE000A41YD99,5071163924,Frankfurt Stock Exchange,Basic Materials,Applied Resources,False
1385,Douglas AG,DOUn.DE,DE000BEAU1Y4,5086700595,Xetra,Consumer Cyclicals,Retailers,False
1386,Creditshelf AG,CSQ0.F,DE000A41YEG8,5064639418,Frankfurt Stock Exchange,Financials,Banking & Investment Services,False
1387,Gigaset AG,GGS.BE^A26,DE0005156004,4295869037,Berlin Stock Exchange,Technology,Technology Equipment,True
1388,MorphoSys AG,MORG.DE^H24,DE0006632003,4295869785,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
1389,Schaeffler AG,SHA0n.DE,DE000SHA0100,5045949737,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
1390,Pentixapharm Holding AG,PTPn.DE,DE000A40AEG0,5087699081,Xetra,Healthcare,Pharmaceuticals & Medical Research,False
1391,Springer Nature AG & Co KgaA,SPGG.DE,DE000SPG1003,5063729459,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
1392,Formycon AG,FYB.DE,DE000A1EWVY8,5037846418,Xetra,Healthcare,Pharmaceuticals & Medical Research,False
1393,artnet GmbH,AYDGn.DE^H25,DE000A1K0375,4295869834,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1394,Lenovo Computer AG,MDNG.DE^A25,DE0006605009,4295869749,Xetra,Technology,Technology Equipment,True
1395,Elbe BidCo GmbH,ECVG.DE^B25,DE0006095003,5087114213,Xetra,Financials,Banking & Investment Services,True
1396,Biotest Gmbh and Co. KgaA,BIOG_p.DE^F25,DE000A41YE49,4295868772,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
1397,Biotest Gmbh and Co. KgaA,BIOG.DE^F25,DE000A41YE56,4295868772,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
1398,Aumovio Se,AMV0n.DE,DE000AUM0V10,5096087380,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
1399,Path2 Hydrogen AG,PTHH.DE,DE000A1A6WB2,5059956752,Xetra,Technology,Financial Technology (Fintech) & Infrastructure,False
1400,Plan Optik AG,P4OG.DE,DE000A0HGQS8,4295870230,Xetra,Technology,Technology Equipment,False
1401,TKMS AG & Co KgaA,TKMS.DE,DE000TKMS001,5086572331,Xetra,Industrials,Industrial Goods,False
1402,Ottobock SE & Co KgaA,OBCK.DE,DE000BCK2223,5065322334,Xetra,Healthcare,Healthcare Services & Equipment,False
1403,Vincorion Se,V1NC.DE,DE000VNC0014,5081490723,Xetra,Industrials,Industrial Goods,False
1404,CENIT AG,CSHG.DE,DE0005407100,4295869467,Xetra,Technology,Software & IT Services,False
